"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/03/2000","AQS","201070002","1","0.038","ppm","35","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/04/2000","AQS","201070002","1","0.028","ppm","26","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/05/2000","AQS","201070002","1","0.035","ppm","32","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/06/2000","AQS","201070002","1","0.037","ppm","34","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/07/2000","AQS","201070002","1","0.034","ppm","31","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/08/2000","AQS","201070002","1","0.044","ppm","41","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/09/2000","AQS","201070002","1","0.05","ppm","46","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/10/2000","AQS","201070002","1","0.036","ppm","33","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/11/2000","AQS","201070002","1","0.026","ppm","24","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/12/2000","AQS","201070002","1","0.017","ppm","16","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/13/2000","AQS","201070002","1","0.021","ppm","19","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/14/2000","AQS","201070002","1","0.035","ppm","32","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/15/2000","AQS","201070002","1","0.043","ppm","40","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/16/2000","AQS","201070002","1","0.039","ppm","36","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/17/2000","AQS","201070002","1","0.029","ppm","27","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/18/2000","AQS","201070002","1","0.031","ppm","29","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/19/2000","AQS","201070002","1","0.036","ppm","33","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/20/2000","AQS","201070002","1","0.046","ppm","43","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/21/2000","AQS","201070002","1","0.046","ppm","43","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/22/2000","AQS","201070002","1","0.046","ppm","43","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/23/2000","AQS","201070002","1","0.044","ppm","41","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/24/2000","AQS","201070002","1","0.047","ppm","44","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/25/2000","AQS","201070002","1","0.048","ppm","44","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/26/2000","AQS","201070002","1","0.036","ppm","33","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/27/2000","AQS","201070002","1","0.048","ppm","44","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/28/2000","AQS","201070002","1","0.058","ppm","61","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"02/29/2000","AQS","201070002","1","0.054","ppm","50","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/01/2000","AQS","201070002","1","0.046","ppm","43","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/02/2000","AQS","201070002","1","0.037","ppm","34","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/03/2000","AQS","201070002","1","0.023","ppm","21","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/04/2000","AQS","201070002","1","0.049","ppm","45","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/05/2000","AQS","201070002","1","0.057","ppm","58","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/06/2000","AQS","201070002","1","0.056","ppm","54","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/07/2000","AQS","201070002","1","0.046","ppm","43","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/08/2000","AQS","201070002","1","0.044","ppm","41","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/09/2000","AQS","201070002","1","0.032","ppm","30","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/10/2000","AQS","201070002","1","0.027","ppm","25","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/11/2000","AQS","201070002","1","0.041","ppm","38","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/12/2000","AQS","201070002","1","0.042","ppm","39","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/13/2000","AQS","201070002","1","0.042","ppm","39","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/14/2000","AQS","201070002","1","0.036","ppm","33","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/15/2000","AQS","201070002","1","0.045","ppm","42","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/16/2000","AQS","201070002","1","0.032","ppm","30","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/17/2000","AQS","201070002","1","0.036","ppm","33","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/18/2000","AQS","201070002","1","0.029","ppm","27","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/19/2000","AQS","201070002","1","0.019","ppm","18","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/20/2000","AQS","201070002","1","0.034","ppm","31","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/21/2000","AQS","201070002","1","0.049","ppm","45","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/22/2000","AQS","201070002","1","0.039","ppm","36","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/23/2000","AQS","201070002","1","0.059","ppm","64","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/24/2000","AQS","201070002","1","0.051","ppm","47","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/25/2000","AQS","201070002","1","0.051","ppm","47","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/26/2000","AQS","201070002","1","0.06","ppm","67","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/27/2000","AQS","201070002","1","0.054","ppm","50","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/28/2000","AQS","201070002","1","0.039","ppm","36","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/29/2000","AQS","201070002","1","0.036","ppm","33","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/30/2000","AQS","201070002","1","0.048","ppm","44","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"03/31/2000","AQS","201070002","1","0.064","ppm","80","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/01/2000","AQS","201070002","1","0.038","ppm","35","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/02/2000","AQS","201070002","1","0.052","ppm","48","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/03/2000","AQS","201070002","1","0.043","ppm","40","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/04/2000","AQS","201070002","1","0.052","ppm","48","MINE CREEK","14","82.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/05/2000","AQS","201070002","1","0.092","ppm","166","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/06/2000","AQS","201070002","1","0.048","ppm","44","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/07/2000","AQS","201070002","1","0.045","ppm","42","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/08/2000","AQS","201070002","1","0.055","ppm","51","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/09/2000","AQS","201070002","1","0.057","ppm","58","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/10/2000","AQS","201070002","1","0.053","ppm","49","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/11/2000","AQS","201070002","1","0.032","ppm","30","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/12/2000","AQS","201070002","1","0.048","ppm","44","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/13/2000","AQS","201070002","1","0.058","ppm","61","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/14/2000","AQS","201070002","1","0.054","ppm","50","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/15/2000","AQS","201070002","1","0.053","ppm","49","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/16/2000","AQS","201070002","1","0.025","ppm","23","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/17/2000","AQS","201070002","1","0.04","ppm","37","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/18/2000","AQS","201070002","1","0.059","ppm","64","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/19/2000","AQS","201070002","1","0.044","ppm","41","MINE CREEK","13","76.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/20/2000","AQS","201070002","1","0.038","ppm","35","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/21/2000","AQS","201070002","1","0.054","ppm","50","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/22/2000","AQS","201070002","1","0.061","ppm","71","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/23/2000","AQS","201070002","1","0.048","ppm","44","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/24/2000","AQS","201070002","1","0.057","ppm","58","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/25/2000","AQS","201070002","1","0.054","ppm","50","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/26/2000","AQS","201070002","1","0.063","ppm","77","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/27/2000","AQS","201070002","1","0.052","ppm","48","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/28/2000","AQS","201070002","1","0.064","ppm","80","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/29/2000","AQS","201070002","1","0.07","ppm","100","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"04/30/2000","AQS","201070002","1","0.059","ppm","64","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/01/2000","AQS","201070002","1","0.053","ppm","49","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/02/2000","AQS","201070002","1","0.049","ppm","45","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/03/2000","AQS","201070002","1","0.052","ppm","48","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/04/2000","AQS","201070002","1","0.061","ppm","71","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/05/2000","AQS","201070002","1","0.06","ppm","67","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/06/2000","AQS","201070002","1","0.039","ppm","36","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/07/2000","AQS","201070002","1","0.038","ppm","35","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/08/2000","AQS","201070002","1","0.042","ppm","39","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/09/2000","AQS","201070002","1","0.053","ppm","49","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/10/2000","AQS","201070002","1","0.059","ppm","64","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/11/2000","AQS","201070002","1","0.048","ppm","44","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/12/2000","AQS","201070002","1","0.05","ppm","46","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/13/2000","AQS","201070002","1","0.054","ppm","50","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/14/2000","AQS","201070002","1","0.052","ppm","48","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/15/2000","AQS","201070002","1","0.05","ppm","46","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/16/2000","AQS","201070002","1","0.048","ppm","44","MINE CREEK","13","76.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/17/2000","AQS","201070002","1","0.049","ppm","45","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/18/2000","AQS","201070002","1","0.056","ppm","54","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/19/2000","AQS","201070002","1","0.032","ppm","30","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/20/2000","AQS","201070002","1","0.051","ppm","47","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/21/2000","AQS","201070002","1","0.056","ppm","54","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/22/2000","AQS","201070002","1","0.067","ppm","90","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/23/2000","AQS","201070002","1","0.075","ppm","115","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"05/24/2000","AQS","201070002","1","0.061","ppm","71","MINE CREEK","16","94.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"06/06/2000","AQS","201070002","1","0.055","ppm","51","MINE CREEK","15","88.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"06/07/2000","AQS","201070002","1","0.067","ppm","90","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"06/08/2000","AQS","201070002","1","0.076","ppm","119","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
"06/09/2000","AQS","201070002","1","0.068","ppm","93","MINE CREEK","17","100.0000","44201","Ozone","28140","Kansas City, MO-KS","20","Kansas","107","Linn","38.135882","-94.731988"
