"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","FMTM","MDPR","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-01","4.6",," 2305",," 2246","0.0",,"0.0","0.0","10.6","16.7","-1.7","13.9",,"  210","  200","10.7","13.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-02","5.1",," 0537",," 0536","0.0",,"0.0","0.0","7.2","15.0","1.7","1.7",,"  240","  240","12.5","16.1",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-03","4.8",," 2300",," 2122","1.3",,,"0.0","0.6","2.2","-1.1","-1.1",,"  340","  330","10.3","13.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-04","5.5",," 0434",," 0421","0.0",,"0.0","0.0","-5.0","-1.1","-9.4","-6.1",,"  330","  320","10.3","13.4",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-05","4.7",," 1520",," 1503","0.0",,"0.0","0.0","0.6","7.8","-7.2","2.2",,"  220","  210","12.5","14.8",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-06","2.3",," 1659",," 1655","0.0",,"0.0","0.0","3.3","7.8","-1.1","0.6",,"  270","  260","4.9","6.3",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-07","3.3",," 1512",," 2100","0.0",,"0.0","0.0","3.3","10.0","-3.3","3.9",,"  210","  200","7.6","9.4",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-08","3.3",," 1256",," 1255","0.0",,"0.0","0.0","5.6","8.9","3.3","7.2",,"  220","  220","8.9","10.7",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-09","3.6",," 2246",," 2245","0.0",,"0.0","0.0","7.2","8.9","3.9","3.9",,"  260","  260","6.7","8.0",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-10","5.5",," 1455",," 2122","0.0",,"0.0","0.0","7.8","13.9","1.1","5.6",,"  270","  290","11.6","14.3",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-11","2.3",," 0031",," 0033","0.0",,"0.0","0.0","3.3","6.7","-1.1","1.7",,"  300","  320","7.6","9.8",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-12","3.6",," 1459",," 1459","0.0",,"0.0","0.0","5.6","12.8","-1.7","2.2",,"  320","  320","7.2","8.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-13","2.5",," 0735",," 0725","0.0",,"0.0","0.0","-0.6","3.9","-5.0","-2.8",,"   10","   20","5.8","8.0",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-14","5.3",," 1446",," 1243","0.0",,"0.0","0.0","2.8","10.6","-4.4","5.6",,"  230","  210","10.7","14.8",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-15","5.6",," 1130",," 1131","0.0",,"0.0","0.0","10.6","16.7","4.4","1.1",,"  240","  240","13.0","16.5",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-16","4.9",," 1944",," 1944","0.0",,"0.0","0.0","3.9","16.1","0.0","0.6",,"   80","   80","8.9","10.7",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-17","3.1",," 0329",," 0328","0.0",,"0.0","0.0","2.2","3.9","0.6","2.2",,"  100","  110","7.2","8.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-18","1.9",," 1507",," 1445","0.0",,"0.0","0.0","5.6","10.6","0.6","5.0",,"   20","   30","4.5","5.8",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-19","6.3",," 1630",," 1839","0.0",,"0.0","0.0","3.3","11.7","-6.1","-6.1",,"  340","  340","16.1","20.1",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-20","3.2",," 0114",," 0021","0.0",,"0.0","0.0","-6.1","-1.1","-10.6","-3.3",,"  330","  320","8.0","11.6",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-21","2.8",," 2232",," 2224","0.0",,"0.0","0.0","0.6","6.7","-6.1","4.4",,"  190","  200","6.7","7.6",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-22","2.1",," 0008",," 0010","0.0",,"0.0","0.0","6.1","10.6","1.1","2.2",,"  200","  180","6.3","7.2",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-23","3.2",," 1037",," 0939","2.0",,"38.0","0.0","-3.3","2.8","-7.8","-7.8",,"   20","   30","7.6","8.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-24","3.0",," 1147",," 1146","0.0",,"0.0","0.0","-4.4","1.7","-10.0","-0.6",,"  230","  220","7.2","8.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-25","5.3",," 0647",," 0646","0.0",,"0.0","0.0","-2.8","1.1","-6.1","-5.6",,"   20","   20","10.7","13.4",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-26","3.4",," 0033",," 0037","0.0",,"0.0","0.0","-7.2","-3.9","-10.6","-5.0",,"   30","   30","6.3","7.2",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-27","4.4",," 1730",," 2307","0.0",,"0.0","0.0","-4.4","-1.1","-8.3","-3.3",,"   90","  120","7.2","8.0",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-28","3.8",," 1647",," 1258","3.8",,"56.0","51.0","-4.4","-3.3","-5.6","-5.6",,"   70","   60","5.8","6.7",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-29","2.9",," 2323",," 2322","2.0",,"13.0","25.0","-4.4","-2.8","-6.1","-5.0",,"  310","  320","4.5","5.8",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-30","3.8",," 0508",," 0508","0.0",,"0.0","0.0","-4.4","-2.2","-7.2","-6.1",,"  310","  300","7.2","8.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-01-31","3.3",," 1321",," 1359","0.0",,"0.0","0.0","-5.0","0.0","-9.4","-4.4",,"  260","  260","8.9","10.3",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-01","1.9",," 0529",," 0528","0.0",,"0.0","0.0","-3.9","1.1","-8.3","-5.0",,"   10","   20","4.0","5.8",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-02","4.1",," 1537",," 1701","0.0",,"0.0","0.0","0.0","7.2","-7.2","2.8",,"  220","  200","8.9","10.7",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-03","4.7",," 1543",," 1336","0.0",,"0.0","0.0","5.0","10.6","0.0","2.8",,"  330","  330","10.7","16.1",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-04","4.8",," 0120",," 0311","0.0",,"0.0","0.0","0.0","3.3","-3.3","-3.3",,"  330","  320","10.7","14.3",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-05","2.4",," 1529",," 1414","0.0",,"0.0","0.0","-0.6","5.6","-6.7","1.7",,"  240","  210","5.8","7.6",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-06","2.8",," 1048",," 1200","0.0",,"0.0","0.0","4.4","11.1","-1.7","2.8",,"  220","  240","8.0","10.3",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-07","1.7",," 1435",," 1505","0.0",,"0.0","0.0","4.4","11.7","-2.2","2.2",,"   20","   10","6.3","7.6",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-08","3.2",," 1545",," 1540","0.0",,"0.0","0.0","5.0","13.9","-3.3","10.0",,"  220","  200","8.0","10.7",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-09","2.5",," 1017",," 1014","0.0",,"0.0","0.0","11.7","17.2","6.1","10.0",,"  220","  230","6.7","8.0",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-10","3.8",," 1906",," 1905","0.0",,"0.0","0.0","6.7","13.3","0.6","0.6",,"   20","   30","9.8","12.5",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-11","5.4",," 0626",," 0625","7.6",,"36.0","25.0","-2.2","0.6","-3.9","-3.3",,"   30","   40","8.9","10.7",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-12","3.2",," 0318",," 0316","0.0",,"0.0","0.0","0.0","2.8","-3.9","2.2",,"   80","   70","5.8","6.7",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-13","4.2",," 1941",," 1740","0.0",,"0.0","0.0","0.6","2.2","-1.1","-1.1",,"  330","  340","6.7","9.4",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-14","3.1",," 0026",," 0029","0.0",,"0.0","0.0","1.1","6.7","-4.4","3.9",,"  310","  300","6.3","7.2",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-15","5.1",," 1100",," 1059","0.0",,"0.0","0.0","10.6","18.3","1.7","1.7",,"  220","  210","11.2","14.8",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-16","3.4",," 0047",," 0045","0.0",,"0.0","0.0","1.7","7.8","-3.9","2.8",,"   10","   20","7.2","8.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-17","4.5",," 1948",," 1227","23.6",,"0.0","0.0","2.2","2.8","1.1","1.1",,"   80","  120","8.0","10.3",,,"    1","    1",,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-18","4.4",," 1834",," 1833","8.4",,"0.0","0.0","1.1","1.1","0.0","0.0",,"   10","   10","7.2","9.8",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-19","3.6",," 1605",," 1343","0.0",,"0.0","0.0","2.2","5.0","-2.2","1.1",,"  250","  230","6.3","7.6",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-20","2.5",," 1539",," 2023","0.0",,"0.0","0.0","5.6","13.9","-2.8","9.4",,"  200","  200","6.7","8.0",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-21","5.8",," 1348",," 1147","0.0",,"0.0","0.0","12.8","18.3","7.8","12.2",,"  220","  240","12.5","16.1",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-22","4.9",," 1105",," 1104","0.0",,"0.0","0.0","15.6","19.4","11.7","16.1",,"  210","  200","11.2","13.0",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-23","6.2",," 1238",," 1237","5.8",,"0.0","0.0","16.1","18.3","11.7","12.8",,"  190","  190","12.5","15.2",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-24","4.9",," 1822",," 1757","0.0",,"0.0","0.0","17.8","22.8","11.1","17.8",,"  200","  190","11.2","14.3",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-25","7.7",," 1610",," 1408","8.9",,"0.0","0.0","16.7","20.6","12.8","13.9",,"  190","  190","14.3","17.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-26","5.2",," 1405",," 1511","0.0",,"0.0","0.0","9.4","20.6","5.6","5.6",,"  260","  270","9.4","11.6",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-27","2.6",," 1544",," 1544","0.0",,"0.0","0.0","7.8","15.0","1.7","10.0",,"  230","  230","6.7","8.0",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-28","6.3",," 1420",," 1337","0.0",,"0.0","0.0","13.9","21.1","6.1","14.4",,"  190","  210","12.5","14.8",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-02-29","6.1",," 1543",," 1543","0.5",,"0.0","0.0","14.4","19.4","8.3","8.3",,"  260","  250","14.3","17.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-01","3.0",," 1346",," 1345","0.0",,"0.0","0.0","8.9","14.4","3.3","8.3",,"   10","   10","7.2","8.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-02","4.3",," 1738",," 1737","1.3",,"0.0","0.0","5.6","8.9","3.3","5.0",,"   80","   90","8.9","10.7",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-03","3.6",," 0006",," 0007","2.0",,"0.0","0.0","4.4","7.2","1.7","2.8",,"   80","   80","9.8","11.2",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-04","2.6",," 1555",," 1533","0.0",,"0.0","0.0","8.3","17.8","-0.6","9.4",,"  210","  210","5.8","6.7",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-05","3.8",," 1405",," 1743","0.0",,"0.0","0.0","12.2","19.4","-0.6","13.9",,"  200","  180","7.2","8.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-06","6.3",," 2240",," 2240","0.0",,"0.0","0.0","18.3","23.9","12.2","18.9",,"  210","  210","9.4","11.2",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-07","5.6",," 0226",," 1317","0.0",,"0.0","0.0","20.6","25.0","16.1","20.6",,"  200","  190","10.3","13.0",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-08","10.4",," 1403",," 1345","0.0",,"0.0","0.0","15.0","20.6","8.9","8.9",,"  240","  240","20.1","24.1",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-09","5.6",," 0000",," 0000","0.0",,"0.0","0.0","5.0","8.9","0.6","1.7",,"  310","  310","10.3","13.0",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-10","4.3",," 2218",," 2218","0.0",,"0.0","0.0","1.7","5.6","-1.1","2.8",,"   20","   20","9.4","11.2",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-11","3.8",," 0931",," 1225","0.0",,"0.0","0.0","3.3","8.9","-1.7","1.7",,"   20","  350","8.9","10.3",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-12","4.1",," 1226",," 1639","0.0",,"0.0","0.0","5.6","11.7","-0.6","7.8",,"  200","  210","8.0","10.3",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-13","2.0",," 0338",," 0334","0.0",,"0.0","0.0","6.7","10.6","-1.1","6.7",,"  330","  330","6.7","8.0",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-14","2.1",," 1046",," 1348","9.9",,"0.0","0.0","8.9","13.9","0.0","10.6",,"  130","  140","4.5","5.8",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-15","3.9",," 2327",," 2327","17.8",,"0.0","0.0","9.4","15.0","3.3","3.3",,"   30","   30","10.7","13.0",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-16","6.1",," 0207",," 0207","0.0",,"0.0","0.0","3.9","7.8","0.0","3.3",,"   40","   30","11.2","14.3",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-17","4.5",," 1808",," 1834","0.0",,"0.0","0.0","3.9","8.9","-1.1","7.2",,"  110","  110","7.6","8.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-18","4.2",," 2340",," 0833","2.5",,"0.0","0.0","6.1","8.9","-1.1","3.9",,"   40","  140","6.7","8.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-19","3.7",," 0020",," 1100","0.0",,"0.0","0.0","2.8","8.9","-1.1","2.2",,"   30","   10","7.2","8.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-20","2.9",," 1734",," 1726","0.0",,"0.0","0.0","5.6","9.4","1.7","5.0",,"   80","   70","7.2","8.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-21","3.9",," 1633",," 1632","0.0",,"0.0","0.0","10.0","17.2","3.9","10.0",,"   70","   70","6.7","7.6",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-22","3.2",," 2145",," 2145","0.0",,"0.0","0.0","12.8","16.7","7.2","12.8",,"  100","  100","6.7","8.0",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-23","4.6",," 1934",," 1942","12.4",,"0.0","0.0","16.1","21.7","10.0","13.9",,"  260","  260","12.5","17.4",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-24","4.8",," 1502",," 1435","0.0",,"0.0","0.0","16.1","23.9","11.1","11.7",,"  240","  240","8.9","11.6",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-25","1.1",," 1037",," 1047","0.0",,"0.0","0.0","13.3","20.0","6.7","10.6",,"  110","  120","4.9","5.8",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-26","3.3",," 1800",," 1759","3.8",,"0.0","0.0","15.0","23.9","8.3","10.6",,"  350","  330","10.3","13.4",,,"    1",,"    1",,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-27","4.8",," 2328",," 1244","0.0",,"0.0","0.0","12.2","20.0","5.6","8.3",,"   20","  320","13.4","17.4",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-28","3.7",," 0201",," 0106","0.0",,"0.0","0.0","5.0","12.8","-1.7","6.7",,"   20","   20","9.8","12.5",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-29","2.8",," 1714",," 1648","0.0",,"0.0","0.0","7.2","12.8","3.9","9.4",,"  130","  130","7.2","9.8",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-30","1.2",," 1625",," 1428","0.0",,"0.0","0.0","12.2","17.8","7.8","8.3",,"   60","   20","5.8","7.2",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-03-31","1.7",," 1917",," 1919","0.0",,"0.0","0.0","10.6","18.3","4.4","11.7",,"   30","   20","7.2","8.0",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-01","2.6",," 0636",," 0636","0.0",,"0.0","0.0","10.0","11.1","4.4","8.9",,"   30","   30","6.3","7.6",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-02","3.1",," 2110",," 2109","0.0",,"0.0","0.0","11.1","17.8","5.6","10.6",,"  330","  330","9.4","11.6",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-03","6.3",," 1521",," 1520","0.0",,"0.0","0.0","8.9","11.1","9.4","9.4",,"  330","  330","12.5","15.2",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-04","3.8",," 1404",," 1403","0.0",,"0.0","0.0","7.2","12.8","5.6","5.6",,"  250","  250","7.6","9.8",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-05","7.1",," 1347",," 1059","0.0",,"0.0","0.0","18.9","28.3","9.4","17.8",,"  230","  240","11.2","13.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-06","4.1",," 1107",," 1106","0.0",,"0.0","0.0","14.4","18.3","9.4","11.7",,"   10","   10","6.7","8.0",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-07","7.0",," 1426",," 1523","0.0",,"0.0","0.0","10.0","18.3","-0.6","-0.6",,"  330","  320","15.2","20.1",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-08","3.8",," 1439",," 1243","0.0",,"0.0","0.0","6.1","12.8","0.6","8.9",,"  240","  350","6.7","11.2",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-09","5.2",," 0746",," 0746","0.0",,"0.0","0.0","13.9","21.7","6.7","13.3",,"  230","  240","11.2","13.4",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-10","4.7",," 1834",," 1834","0.0",,"0.0","0.0","15.6","21.7","8.9","8.9",,"   30","   30","9.8","12.5",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-11","4.3",," 1118",," 1118","0.0",,"0.0","0.0","8.9","11.7","5.6","5.6",,"   20","   20","7.6","9.4",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-12","3.2",," 1709",," 1106","0.0",,"0.0","0.0","7.8","15.0","2.8","10.6",,"  190","   80","7.6","10.3",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-13","4.6",," 1847",," 1313","0.0",,"0.0","0.0","14.4","21.7","8.3","15.0",,"  200","  190","8.9","10.7",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-14","5.6",," 1405",," 1407","0.0",,"0.0","0.0","18.3","25.0","11.7","18.3",,"  190","  200","10.7","13.4",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-15","4.4",," 0955",," 0942","0.0",,"0.0","0.0","17.2","20.6","13.9","16.1",,"  210","  200","8.9","10.3",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-16","6.4",," 1505",," 1505","0.0",,"0.0","0.0","11.1","16.1","5.6","5.6",,"  260","  260","10.3","13.9",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-17","2.3",," 0037",," 0034","0.0",,"0.0","0.0","9.4","15.0","3.9","10.6",,"  320","  320","7.6","10.3",,,,,,,,,
"USW00013988","KANSAS CITY DOWNTOWN AIRPORT, MO US","39.1208","-94.5969","226.2","2000-04-18","4.2",," 1730",," 1703","0.0",,"0.0","0.0","16.1","26.1","6.7","22.8",,"  130","  140","8.0","11.6",,,,,,,,,
